seed_param,r_mean,r_logSigma,ID,Pro,Lid
2,1,1,137,70,80
2,1,1,138,40,55
2,1,1,139,60,65
2,1,1,140,55,65
2,1,1,141,30,50
2,1,1,142,50,55
2,1,1,143,30,50
2,1,1,144,50,55
2,1,1,145,35,55
2,1,1,146,60,70
2,1,1,147,65,90
2,1,1,148,50,55
2,1,1,149,65,65
2,1,1,150,75,75
2,1,1,151,90,75
2,1,1,152,80,75
2,1,1,153,55,80
2,1,1,154,40,55
2,1,1,155,45,65
2,1,1,156,60,65
2,1,1,157,85,85
2,1,1,158,55,65
2,1,1,159,50,60
2,1,1,160,85,95
2,1,1,161,55,70
2,1,1,162,55,65
2,1,1,163,55,70
2,1,1,164,35,50
2,1,1,165,45,55
2,1,1,166,70,115
2,1,1,167,60,80
2,1,1,168,65,75
2,1,1,169,35,50
2,1,1,170,55,60
2,1,1,171,60,70
2,1,1,172,65,75
2,1,1,173,55,60
2,1,1,174,60,85
2,1,1,175,60,80
2,1,1,176,40,60
2,1,1,177,55,65
2,1,1,178,25,45
2,1,1,179,50,55
2,1,1,180,55,60
2,1,1,181,35,50
2,1,1,182,60,75
2,1,1,183,95,115
2,1,1,184,45,60
2,1,1,185,55,65
2,1,1,186,50,65
2,1,1,187,60,70
2,1,1,188,50,60
2,1,1,189,45,50
2,1,1,190,45,55
2,1,1,191,65,70
2,1,1,192,65,75
2,1,1,193,50,60
2,1,1,194,55,65
2,1,1,195,45,60
2,1,1,196,60,65
2,1,1,197,50,65
2,1,1,198,55,70
2,1,1,199,55,75
2,1,1,200,70,70
3,0,0,1,90,75
3,0,0,2,60,80
3,0,0,3,40,65
3,0,0,4,60,60
3,0,0,5,85,85
3,0,0,6,60,85
3,0,0,7,60,60
3,0,0,8,50,50
3,0,0,9,80,60
3,0,0,10,40,55
3,0,0,11,70,85
3,0,0,12,50,80
3,0,0,13,65,65
3,0,0,14,40,75
3,0,0,15,70,65
3,0,0,16,50,60
3,0,0,17,50,80
3,0,0,18,55,70
3,0,0,19,50,80
3,0,0,20,65,70
3,0,0,21,50,65
3,0,0,22,35,65
3,0,0,23,40,70
3,0,0,24,65,50
3,0,0,25,75,100
3,0,0,26,50,65
3,0,0,27,65,80
3,0,0,28,70,55
3,0,0,29,60,55
3,0,0,30,75,70
3,0,0,31,70,70
3,0,0,32,45,55
3,0,0,33,65,75
3,0,0,34,55,55
3,0,0,35,80,65
3,0,0,36,65,60
3,0,0,37,30,55
3,0,0,38,65,50
3,0,0,39,40,55
3,0,0,40,60,60
3,0,0,41,40,85
3,0,0,42,70,60
3,0,0,43,45,60
3,0,0,44,60,60
3,0,0,45,40,55
3,0,0,46,75,60
3,0,0,47,70,110
3,0,0,48,70,85
3,0,0,49,65,70
3,0,0,50,50,65
3,0,0,51,35,55
3,0,0,52,50,65
3,0,0,53,45,70
3,0,0,54,50,95
3,0,0,55,75,55
3,0,0,56,70,70
3,0,0,57,60,40
3,0,0,58,70,70
3,0,0,59,60,65
3,0,0,60,50,80
3,0,0,61,70,75
3,0,0,62,55,75
3,0,0,63,45,90
3,0,0,64,65,85
3,0,0,65,75,60
3,0,0,66,50,70
3,0,0,67,35,85
3,0,0,68,45,85
3,0,0,69,45,75
3,0,0,70,65,70
3,0,0,71,60,95
3,0,0,72,65,65
3,0,0,73,55,75
3,0,0,74,70,60
3,0,0,75,50,90
3,0,0,76,65,50
3,0,0,77,45,50
3,0,0,78,45,70
3,0,0,79,65,80
3,0,0,80,70,55
3,0,0,81,50,70
3,0,0,82,55,75
3,0,0,83,30,50
3,0,0,84,55,85
3,0,0,85,45,50
3,0,0,86,60,60
3,0,0,87,60,80
3,0,0,88,65,45
3,0,0,89,40,90
3,0,0,90,85,70
3,0,0,91,50,100
3,0,0,92,50,65
3,0,0,93,50,70
3,0,0,94,60,50
3,0,0,95,30,70
3,0,0,96,55,55
3,0,0,97,45,65
3,0,0,98,30,80
3,0,0,99,60,65
3,0,0,100,75,95
3,0,0,101,55,55
3,0,0,102,40,95
3,0,0,103,55,50
3,0,0,104,65,50
3,0,0,105,70,75
3,0,0,106,70,75
3,0,0,107,45,90
3,0,0,108,45,70
3,0,0,109,60,55
3,0,0,110,40,85
3,0,0,111,50,80
3,0,0,112,55,55
3,0,0,113,65,55
3,0,0,114,65,95
3,0,0,115,50,75
3,0,0,116,60,60
3,0,0,117,55,80
3,0,0,118,50,70
3,0,0,119,55,65
3,0,0,120,55,60
3,0,0,121,80,50
3,0,0,122,45,50
3,0,0,123,50,60
3,0,0,124,65,65
3,0,0,125,40,70
3,0,0,126,60,70
3,0,0,127,60,75
3,0,0,128,35,55
3,0,0,129,70,65
3,0,0,130,65,80
3,0,0,131,35,60
3,0,0,132,50,60
3,0,0,133,50,75
3,0,0,134,70,55
3,0,0,135,60,50
3,0,0,136,55,90
3,0,0,137,60,70
3,0,0,138,55,70
3,0,0,139,55,70
3,0,0,140,45,80
3,0,0,141,70,70
3,0,0,142,75,85
3,0,0,143,55,60
3,0,0,144,45,75
3,0,0,145,40,70
3,0,0,146,45,60
3,0,0,147,55,70
3,0,0,148,45,60
3,0,0,149,75,55
3,0,0,150,70,70
3,0,0,151,65,55
3,0,0,152,65,75
3,0,0,153,60,40
3,0,0,154,60,60
3,0,0,155,70,75
3,0,0,156,55,55
3,0,0,157,45,80
3,0,0,158,60,75
3,0,0,159,60,70
3,0,0,160,45,65
3,0,0,161,60,50
3,0,0,162,60,85
3,0,0,163,40,70
3,0,0,164,60,50
3,0,0,165,85,100
3,0,0,166,95,65
3,0,0,167,65,80
3,0,0,168,60,55
3,0,0,169,55,55
3,0,0,170,45,70
3,0,0,171,55,70
3,0,0,172,40,60
3,0,0,173,65,75
3,0,0,174,60,60
3,0,0,175,50,70
3,0,0,176,80,65
3,0,0,177,55,60
3,0,0,178,45,65
3,0,0,179,65,40
3,0,0,180,60,75
3,0,0,181,50,55
3,0,0,182,75,75
3,0,0,183,45,55
3,0,0,184,65,60
3,0,0,185,35,65
3,0,0,186,55,80
3,0,0,187,80,60
3,0,0,188,65,65
3,0,0,189,65,70
3,0,0,190,35,50
3,0,0,191,60,65
3,0,0,192,60,65
3,0,0,193,55,70
3,0,0,194,70,90
3,0,0,195,70,85
3,0,0,196,55,75
3,0,0,197,100,70
3,0,0,198,55,110
3,0,0,199,50,70
3,0,0,200,45,50
3,0,0.2,1,85,70
3,0,0.2,2,50,80
3,0,0.2,3,50,65
3,0,0.2,4,60,60
3,0,0.2,5,70,65
3,0,0.2,6,65,80
3,0,0.2,7,60,65
3,0,0.2,8,60,60
3,0,0.2,9,75,65
3,0,0.2,10,40,55
3,0,0.2,11,90,90
3,0,0.2,12,55,85
3,0,0.2,13,60,70
3,0,0.2,14,40,50
3,0,0.2,15,55,70
3,0,0.2,16,45,55
3,0,0.2,17,55,85
3,0,0.2,18,55,75
3,0,0.2,19,40,70
3,0,0.2,20,80,65
3,0,0.2,21,55,70
3,0,0.2,22,50,70
3,0,0.2,23,55,70
3,0,0.2,24,50,45
3,0,0.2,25,85,105
3,0,0.2,26,45,70
3,0,0.2,27,75,75
3,0,0.2,28,70,65
3,0,0.2,29,55,50
3,0,0.2,30,105,75
3,0,0.2,31,70,80
3,0,0.2,32,50,60
3,0,0.2,33,55,80
3,0,0.2,34,50,50
3,0,0.2,35,80,80
3,0,0.2,36,70,55
3,0,0.2,37,30,50
3,0,0.2,38,80,55
3,0,0.2,39,45,55
3,0,0.2,40,60,65
3,0,0.2,41,40,95
3,0,0.2,42,65,60
3,0,0.2,43,60,60
3,0,0.2,44,65,65
3,0,0.2,45,40,70
3,0,0.2,46,70,65
3,0,0.2,47,65,90
3,0,0.2,48,75,75
3,0,0.2,49,60,60
3,0,0.2,50,40,75
3,0,0.2,51,40,50
3,0,0.2,52,45,55
3,0,0.2,53,35,70
3,0,0.2,54,55,85
3,0,0.2,55,55,60
3,0,0.2,56,70,75
3,0,0.2,57,55,50
3,0,0.2,58,70,65
3,0,0.2,59,55,70
3,0,0.2,60,50,85
3,0,0.2,61,65,65
3,0,0.2,62,55,60
3,0,0.2,63,50,95
3,0,0.2,64,60,70
3,0,0.2,65,70,60
3,0,0.2,66,55,65
3,0,0.2,67,30,75
3,0,0.2,68,50,70
3,0,0.2,69,50,80
3,0,0.2,70,65,70
3,0,0.2,71,60,95
3,0,0.2,72,75,80
3,0,0.2,73,50,65
3,0,0.2,74,75,55
3,0,0.2,75,40,75
3,0,0.2,76,70,55
3,0,0.2,77,45,55
3,0,0.2,78,50,75
3,0,0.2,79,60,75
3,0,0.2,80,75,50
3,0,0.2,81,55,55
3,0,0.2,82,40,70
3,0,0.2,83,35,50
3,0,0.2,84,55,75
3,0,0.2,85,45,50
3,0,0.2,86,50,75
3,0,0.2,87,65,80
3,0,0.2,88,60,50
3,0,0.2,89,30,90
3,0,0.2,90,80,70
3,0,0.2,91,65,90
3,0,0.2,92,50,65
3,0,0.2,93,55,80
3,0,0.2,94,65,60
3,0,0.2,95,30,65
3,0,0.2,96,60,60
3,0,0.2,97,45,55
3,0,0.2,98,35,80
3,0,0.2,99,50,65
3,0,0.2,100,70,90
3,0,0.2,101,60,60
3,0,0.2,102,40,75
3,0,0.2,103,55,50
3,0,0.2,104,65,50
3,0,0.2,105,80,70
3,0,0.2,106,60,75
3,0,0.2,107,55,75
3,0,0.2,108,45,65
3,0,0.2,109,60,55
3,0,0.2,110,45,85
3,0,0.2,111,50,60
3,0,0.2,112,70,55
3,0,0.2,113,75,65
3,0,0.2,114,75,75
3,0,0.2,115,45,65
3,0,0.2,116,55,70
3,0,0.2,117,65,85
3,0,0.2,118,55,70
3,0,0.2,119,55,55
3,0,0.2,120,60,75
3,0,0.2,121,70,75
3,0,0.2,122,55,50
3,0,0.2,123,45,60
3,0,0.2,124,70,60
3,0,0.2,125,45,50
3,0,0.2,126,65,55
3,0,0.2,127,65,80
3,0,0.2,128,25,55
3,0,0.2,129,80,70
3,0,0.2,130,70,100
3,0,0.2,131,35,55
3,0,0.2,132,55,50
3,0,0.2,133,45,85
3,0,0.2,134,60,55
3,0,0.2,135,50,55
3,0,0.2,136,60,65
3,0,0.2,137,60,65
3,0,0.2,138,55,70
3,0,0.2,139,40,85
3,0,0.2,140,45,65
3,0,0.2,141,60,75
3,0,0.2,142,70,65
3,0,0.2,143,65,65
3,0,0.2,144,55,65
3,0,0.2,145,40,70
3,0,0.2,146,55,60
3,0,0.2,147,65,60
3,0,0.2,148,30,85
3,0,0.2,149,65,60
3,0,0.2,150,75,80
3,0,0.2,151,70,65
3,0,0.2,152,75,85
3,0,0.2,153,70,45
3,0,0.2,154,60,50
3,0,0.2,155,65,75
3,0,0.2,156,50,70
3,0,0.2,157,40,70
3,0,0.2,158,55,100
3,0,0.2,159,60,80
3,0,0.2,160,50,60
3,0,0.2,161,55,45
3,0,0.2,162,70,70
3,0,0.2,163,40,80
3,0,0.2,164,50,60
3,0,0.2,165,85,85
3,0,0.2,166,85,65
3,0,0.2,167,60,80
3,0,0.2,168,50,50
3,0,0.2,169,50,50
3,0,0.2,170,45,75
3,0,0.2,171,55,50
3,0,0.2,172,45,75
3,0,0.2,173,85,70
3,0,0.2,174,60,60
3,0,0.2,175,50,75
3,0,0.2,176,80,65
3,0,0.2,177,75,60
3,0,0.2,178,50,60
3,0,0.2,179,70,35
3,0,0.2,180,65,70
3,0,0.2,181,45,60
3,0,0.2,182,80,65
3,0,0.2,183,55,50
3,0,0.2,184,65,60
3,0,0.2,185,40,65
3,0,0.2,186,45,75
3,0,0.2,187,75,60
3,0,0.2,188,70,70
3,0,0.2,189,70,95
3,0,0.2,190,45,45
3,0,0.2,191,55,75
3,0,0.2,192,60,60
3,0,0.2,193,55,70
3,0,0.2,194,90,80
3,0,0.2,195,70,90
3,0,0.2,196,55,70
3,0,0.2,197,100,70
3,0,0.2,198,55,105
3,0,0.2,199,55,75
3,0,0.2,200,45,55
3,0,0.4,1,80,80
3,0,0.4,2,55,75
3,0,0.4,3,55,65
3,0,0.4,4,65,60
3,0,0.4,5,75,80
3,0,0.4,6,70,80
3,0,0.4,7,55,75
3,0,0.4,8,55,60
3,0,0.4,9,70,65
3,0,0.4,10,40,65
3,0,0.4,11,70,85
3,0,0.4,12,65,75
3,0,0.4,13,60,75
3,0,0.4,14,40,60
3,0,0.4,15,55,65
3,0,0.4,16,55,60
3,0,0.4,17,55,100
3,0,0.4,18,50,65
3,0,0.4,19,50,70
3,0,0.4,20,70,60
3,0,0.4,21,40,75
3,0,0.4,22,45,65
3,0,0.4,23,45,75
3,0,0.4,24,50,45
3,0,0.4,25,55,85
3,0,0.4,26,50,65
3,0,0.4,27,60,70
3,0,0.4,28,75,55
3,0,0.4,29,60,60
3,0,0.4,30,110,80
3,0,0.4,31,65,80
3,0,0.4,32,40,60
3,0,0.4,33,75,70
3,0,0.4,34,60,55
3,0,0.4,35,80,75
3,0,0.4,36,50,65
3,0,0.4,37,35,60
3,0,0.4,38,55,55
3,0,0.4,39,65,60
3,0,0.4,40,60,60
3,0,0.4,41,40,75
3,0,0.4,42,70,70
3,0,0.4,43,55,55
3,0,0.4,44,60,70
3,0,0.4,45,35,60
3,0,0.4,46,70,65
3,0,0.4,47,60,65
3,0,0.4,48,65,85
3,0,0.4,49,65,60
3,0,0.4,50,40,80
3,0,0.4,51,40,55
3,0,0.4,52,55,60
3,0,0.4,53,50,60
3,0,0.4,54,50,85
3,0,0.4,55,55,50
3,0,0.4,56,65,75
3,0,0.4,57,55,45
3,0,0.4,58,60,65
3,0,0.4,59,65,70
3,0,0.4,60,65,75
3,0,0.4,61,65,55
3,0,0.4,62,50,60
3,0,0.4,63,50,100
3,0,0.4,64,60,80
3,0,0.4,65,75,55
3,0,0.4,66,65,75
3,0,0.4,67,35,80
3,0,0.4,68,45,70
3,0,0.4,69,45,75
3,0,0.4,70,65,60
3,0,0.4,71,65,100
3,0,0.4,72,90,65
3,0,0.4,73,40,75
3,0,0.4,74,70,65
3,0,0.4,75,45,90
3,0,0.4,76,60,40
3,0,0.4,77,60,55
3,0,0.4,78,45,65
3,0,0.4,79,60,75
3,0,0.4,80,70,50
3,0,0.4,81,55,50
3,0,0.4,82,40,75
3,0,0.4,83,30,50
3,0,0.4,84,50,60
3,0,0.4,85,55,55
3,0,0.4,86,60,70
3,0,0.4,87,60,90
3,0,0.4,88,55,55
3,0,0.4,89,35,85
3,0,0.4,90,85,90
3,0,0.4,91,45,85
3,0,0.4,92,50,65
3,0,0.4,93,60,60
3,0,0.4,94,70,55
3,0,0.4,95,35,75
3,0,0.4,96,60,60
3,0,0.4,97,40,50
3,0,0.4,98,35,80
3,0,0.4,99,70,55
3,0,0.4,100,65,75
3,0,0.4,101,70,50
3,0,0.4,102,45,90
3,0,0.4,103,55,45
3,0,0.4,104,65,50
3,0,0.4,105,70,90
3,0,0.4,106,65,85
3,0,0.4,107,50,90
3,0,0.4,108,50,65
3,0,0.4,109,50,65
3,0,0.4,110,50,65
3,0,0.4,111,55,55
3,0,0.4,112,65,55
3,0,0.4,113,65,50
3,0,0.4,114,75,85
3,0,0.4,115,45,65
3,0,0.4,116,60,60
3,0,0.4,117,65,90
3,0,0.4,118,55,50
3,0,0.4,119,60,60
3,0,0.4,120,55,65
3,0,0.4,121,65,70
3,0,0.4,122,50,45
3,0,0.4,123,45,60
3,0,0.4,124,60,60
3,0,0.4,125,40,50
3,0,0.4,126,60,55
3,0,0.4,127,55,80
3,0,0.4,128,30,55
3,0,0.4,129,80,65
3,0,0.4,130,55,100
3,0,0.4,131,40,75
3,0,0.4,132,55,60
3,0,0.4,133,45,75
3,0,0.4,134,60,55
3,0,0.4,135,55,60
3,0,0.4,136,55,80
3,0,0.4,137,65,60
3,0,0.4,138,55,65
3,0,0.4,139,55,65
3,0,0.4,140,45,65
3,0,0.4,141,60,65
3,0,0.4,142,75,70
3,0,0.4,143,50,60
3,0,0.4,144,40,70
3,0,0.4,145,45,70
3,0,0.4,146,45,55
3,0,0.4,147,65,60
3,0,0.4,148,50,75
3,0,0.4,149,65,55
3,0,0.4,150,70,65
3,0,0.4,151,70,65
3,0,0.4,152,70,80
3,0,0.4,153,75,40
3,0,0.4,154,55,55
3,0,0.4,155,65,85
3,0,0.4,156,50,65
3,0,0.4,157,40,70
3,0,0.4,158,70,70
3,0,0.4,159,60,75
3,0,0.4,160,45,55
3,0,0.4,161,60,50
3,0,0.4,162,55,75
3,0,0.4,163,40,65
3,0,0.4,164,55,55
3,0,0.4,165,75,95
3,0,0.4,166,85,60
3,0,0.4,167,70,80
3,0,0.4,168,55,60
3,0,0.4,169,50,50
3,0,0.4,170,45,75
3,0,0.4,171,50,60
3,0,0.4,172,50,70
3,0,0.4,173,65,80
3,0,0.4,174,60,55
3,0,0.4,175,70,75
3,0,0.4,176,80,60
3,0,0.4,177,65,60
3,0,0.4,178,50,55
3,0,0.4,179,65,50
3,0,0.4,180,60,60
3,0,0.4,181,50,55
3,0,0.4,182,80,75
3,0,0.4,183,45,50
3,0,0.4,184,55,70
3,0,0.4,185,35,60
3,0,0.4,186,50,80
3,0,0.4,187,55,65
3,0,0.4,188,60,60
3,0,0.4,189,55,80
3,0,0.4,190,45,45
3,0,0.4,191,60,65
3,0,0.4,192,55,60
3,0,0.4,193,60,65
3,0,0.4,194,85,95
3,0,0.4,195,70,85
3,0,0.4,196,50,65
3,0,0.4,197,85,80
3,0,0.4,198,55,115
3,0,0.4,199,55,70
3,0,0.4,200,45,55
3,0,0.6000000000000001,1,90,70
3,0,0.6000000000000001,2,65,70
3,0,0.6000000000000001,3,55,65
3,0,0.6000000000000001,4,60,55
3,0,0.6000000000000001,5,80,85
3,0,0.6000000000000001,6,60,70
3,0,0.6000000000000001,7,55,60
3,0,0.6000000000000001,8,50,60
3,0,0.6000000000000001,9,80,80
3,0,0.6000000000000001,10,40,60
3,0,0.6000000000000001,11,70,85
3,0,0.6000000000000001,12,75,70
3,0,0.6000000000000001,13,65,70
3,0,0.6000000000000001,14,40,55
3,0,0.6000000000000001,15,65,65
3,0,0.6000000000000001,16,50,55
3,0,0.6000000000000001,17,60,80
3,0,0.6000000000000001,18,60,55
3,0,0.6000000000000001,19,55,70
3,0,0.6000000000000001,20,80,70
3,0,0.6000000000000001,21,55,60
3,0,0.6000000000000001,22,50,65
3,0,0.6000000000000001,23,60,85
3,0,0.6000000000000001,24,45,45
3,0,0.6000000000000001,25,80,105
3,0,0.6000000000000001,26,65,65
3,0,0.6000000000000001,27,60,85
3,0,0.6000000000000001,28,70,60
3,0,0.6000000000000001,29,65,45
3,0,0.6000000000000001,30,70,90
3,0,0.6000000000000001,31,55,65
3,0,0.6000000000000001,32,45,55
3,0,0.6000000000000001,33,75,80
3,0,0.6000000000000001,34,55,65
3,0,0.6000000000000001,35,100,70
3,0,0.6000000000000001,36,65,55
3,0,0.6000000000000001,37,35,60
3,0,0.6000000000000001,38,50,55
3,0,0.6000000000000001,39,50,60
3,0,0.6000000000000001,40,60,65
3,0,0.6000000000000001,41,40,85
3,0,0.6000000000000001,42,70,70
3,0,0.6000000000000001,43,50,65
3,0,0.6000000000000001,44,65,65
3,0,0.6000000000000001,45,45,60
3,0,0.6000000000000001,46,65,60
3,0,0.6000000000000001,47,75,75
3,0,0.6000000000000001,48,70,85
3,0,0.6000000000000001,49,55,70
3,0,0.6000000000000001,50,40,70
3,0,0.6000000000000001,51,40,60
3,0,0.6000000000000001,52,55,65
3,0,0.6000000000000001,53,50,70
3,0,0.6000000000000001,54,55,75
3,0,0.6000000000000001,55,60,65
3,0,0.6000000000000001,56,70,75
3,0,0.6000000000000001,57,50,45
3,0,0.6000000000000001,58,65,60
3,0,0.6000000000000001,59,55,70
3,0,0.6000000000000001,60,55,85
3,0,0.6000000000000001,61,70,60
3,0,0.6000000000000001,62,45,60
3,0,0.6000000000000001,63,60,75
3,0,0.6000000000000001,64,65,70
3,0,0.6000000000000001,65,85,55
3,0,0.6000000000000001,66,60,70
3,0,0.6000000000000001,67,40,70
3,0,0.6000000000000001,68,50,80
3,0,0.6000000000000001,69,45,85
3,0,0.6000000000000001,70,60,70
3,0,0.6000000000000001,71,60,90
3,0,0.6000000000000001,72,75,80
3,0,0.6000000000000001,73,50,65
3,0,0.6000000000000001,74,65,60
3,0,0.6000000000000001,75,45,90
3,0,0.6000000000000001,76,70,50
3,0,0.6000000000000001,77,55,50
3,0,0.6000000000000001,78,50,70
3,0,0.6000000000000001,79,75,80
3,0,0.6000000000000001,80,70,45
3,0,0.6000000000000001,81,55,65
3,0,0.6000000000000001,82,45,60
3,0,0.6000000000000001,83,30,50
3,0,0.6000000000000001,84,45,75
3,0,0.6000000000000001,85,55,55
3,0,0.6000000000000001,86,50,60
3,0,0.6000000000000001,87,60,75
3,0,0.6000000000000001,88,55,55
3,0,0.6000000000000001,89,40,80
3,0,0.6000000000000001,90,100,90
3,0,0.6000000000000001,91,50,85
3,0,0.6000000000000001,92,50,60
3,0,0.6000000000000001,93,60,70
3,0,0.6000000000000001,94,65,50
3,0,0.6000000000000001,95,30,70
3,0,0.6000000000000001,96,60,55
3,0,0.6000000000000001,97,40,55
3,0,0.6000000000000001,98,35,80
3,0,0.6000000000000001,99,65,65
3,0,0.6000000000000001,100,70,80
3,0,0.6000000000000001,101,55,55
3,0,0.6000000000000001,102,50,85
3,0,0.6000000000000001,103,60,50
3,0,0.6000000000000001,104,65,50
3,0,0.6000000000000001,105,85,75
3,0,0.6000000000000001,106,60,80
3,0,0.6000000000000001,107,55,85
3,0,0.6000000000000001,108,40,60
3,0,0.6000000000000001,109,50,65
3,0,0.6000000000000001,110,50,65
3,0,0.6000000000000001,111,45,70
3,0,0.6000000000000001,112,65,60
3,0,0.6000000000000001,113,70,55
3,0,0.6000000000000001,114,75,105
3,0,0.6000000000000001,115,50,55
3,0,0.6000000000000001,116,60,60
3,0,0.6000000000000001,117,55,90
3,0,0.6000000000000001,118,50,65
3,0,0.6000000000000001,119,55,70
3,0,0.6000000000000001,120,55,80
3,0,0.6000000000000001,121,75,70
3,0,0.6000000000000001,122,50,60
3,0,0.6000000000000001,123,50,60
3,0,0.6000000000000001,124,65,60
3,0,0.6000000000000001,125,45,65
3,0,0.6000000000000001,126,60,60
3,0,0.6000000000000001,127,60,70
3,0,0.6000000000000001,128,35,60
3,0,0.6000000000000001,129,70,65
3,0,0.6000000000000001,130,55,95
3,0,0.6000000000000001,131,45,65
3,0,0.6000000000000001,132,50,60
3,0,0.6000000000000001,133,45,85
3,0,0.6000000000000001,134,60,55
3,0,0.6000000000000001,135,50,60
3,0,0.6000000000000001,136,50,75
3,0,0.6000000000000001,137,65,65
3,0,0.6000000000000001,138,50,65
3,0,0.6000000000000001,139,45,65
3,0,0.6000000000000001,140,40,75
3,0,0.6000000000000001,141,65,75
3,0,0.6000000000000001,142,80,60
3,0,0.6000000000000001,143,35,70
3,0,0.6000000000000001,144,40,80
3,0,0.6000000000000001,145,40,70
3,0,0.6000000000000001,146,50,65
3,0,0.6000000000000001,147,55,60
3,0,0.6000000000000001,148,50,70
3,0,0.6000000000000001,149,65,75
3,0,0.6000000000000001,150,60,80
3,0,0.6000000000000001,151,70,50
3,0,0.6000000000000001,152,70,70
3,0,0.6000000000000001,153,60,35
3,0,0.6000000000000001,154,60,60
3,0,0.6000000000000001,155,55,75
3,0,0.6000000000000001,156,65,70
3,0,0.6000000000000001,157,40,70
3,0,0.6000000000000001,158,65,70
3,0,0.6000000000000001,159,60,70
3,0,0.6000000000000001,160,45,55
3,0,0.6000000000000001,161,65,50
3,0,0.6000000000000001,162,55,75
3,0,0.6000000000000001,163,45,80
3,0,0.6000000000000001,164,55,55
3,0,0.6000000000000001,165,80,100
3,0,0.6000000000000001,166,75,60
3,0,0.6000000000000001,167,65,80
3,0,0.6000000000000001,168,55,70
3,0,0.6000000000000001,169,50,50
3,0,0.6000000000000001,170,40,60
3,0,0.6000000000000001,171,60,50
3,0,0.6000000000000001,172,55,60
3,0,0.6000000000000001,173,80,70
3,0,0.6000000000000001,174,60,45
3,0,0.6000000000000001,175,50,65
3,0,0.6000000000000001,176,80,65
3,0,0.6000000000000001,177,60,70
3,0,0.6000000000000001,178,50,65
3,0,0.6000000000000001,179,70,45
3,0,0.6000000000000001,180,65,70
3,0,0.6000000000000001,181,45,60
3,0,0.6000000000000001,182,70,85
3,0,0.6000000000000001,183,45,60
3,0,0.6000000000000001,184,60,70
3,0,0.6000000000000001,185,35,70
3,0,0.6000000000000001,186,55,75
3,0,0.6000000000000001,187,75,65
3,0,0.6000000000000001,188,65,75
3,0,0.6000000000000001,189,60,90
3,0,0.6000000000000001,190,40,45
3,0,0.6000000000000001,191,65,70
3,0,0.6000000000000001,192,60,65
3,0,0.6000000000000001,193,50,65
3,0,0.6000000000000001,194,70,90
3,0,0.6000000000000001,195,70,80
3,0,0.6000000000000001,196,50,65
3,0,0.6000000000000001,197,75,95
3,0,0.6000000000000001,198,60,110
3,0,0.6000000000000001,199,55,65
3,0,0.6000000000000001,200,45,50
3,0,0.8,1,90,65
3,0,0.8,2,65,70
3,0,0.8,3,50,70
3,0,0.8,4,55,55
3,0,0.8,5,90,90
3,0,0.8,6,60,75
3,0,0.8,7,60,55
3,0,0.8,8,50,60
3,0,0.8,9,75,70
3,0,0.8,10,40,70
3,0,0.8,11,70,85
3,0,0.8,12,65,75
3,0,0.8,13,55,70
3,0,0.8,14,40,55
3,0,0.8,15,65,70
3,0,0.8,16,50,60
3,0,0.8,17,65,60
3,0,0.8,18,60,60
3,0,0.8,19,60,60
3,0,0.8,20,75,65
3,0,0.8,21,45,75
3,0,0.8,22,40,65
3,0,0.8,23,60,75
3,0,0.8,24,50,45
3,0,0.8,25,65,125
3,0,0.8,26,45,65
3,0,0.8,27,60,100
3,0,0.8,28,70,60
3,0,0.8,29,55,45
3,0,0.8,30,95,75
3,0,0.8,31,65,75
3,0,0.8,32,55,55
3,0,0.8,33,60,85
3,0,0.8,34,65,55
3,0,0.8,35,90,75
3,0,0.8,36,55,45
3,0,0.8,37,35,55
3,0,0.8,38,55,55
3,0,0.8,39,40,60
3,0,0.8,40,65,60
3,0,0.8,41,40,85
3,0,0.8,42,60,70
3,0,0.8,43,50,70
3,0,0.8,44,75,75
3,0,0.8,45,45,60
3,0,0.8,46,70,65
3,0,0.8,47,70,75
3,0,0.8,48,65,80
3,0,0.8,49,55,60
3,0,0.8,50,40,70
3,0,0.8,51,40,50
3,0,0.8,52,45,70
3,0,0.8,53,40,60
3,0,0.8,54,60,75
3,0,0.8,55,60,60
3,0,0.8,56,70,75
3,0,0.8,57,55,50
3,0,0.8,58,65,65
3,0,0.8,59,70,75
3,0,0.8,60,55,85
3,0,0.8,61,70,65
3,0,0.8,62,50,65
3,0,0.8,63,55,75
3,0,0.8,64,55,80
3,0,0.8,65,70,55
3,0,0.8,66,55,70
3,0,0.8,67,35,75
3,0,0.8,68,45,75
3,0,0.8,69,40,80
3,0,0.8,70,65,60
3,0,0.8,71,60,80
3,0,0.8,72,80,70
3,0,0.8,73,45,80
3,0,0.8,74,65,60
3,0,0.8,75,45,90
3,0,0.8,76,60,45
3,0,0.8,77,45,50
3,0,0.8,78,50,80
3,0,0.8,79,55,75
3,0,0.8,80,65,45
3,0,0.8,81,55,55
3,0,0.8,82,40,60
3,0,0.8,83,35,50
3,0,0.8,84,50,75
3,0,0.8,85,50,55
3,0,0.8,86,50,65
3,0,0.8,87,60,85
3,0,0.8,88,60,50
3,0,0.8,89,40,75
3,0,0.8,90,75,90
3,0,0.8,91,60,80
3,0,0.8,92,50,55
3,0,0.8,93,60,70
3,0,0.8,94,60,55
3,0,0.8,95,30,60
3,0,0.8,96,50,60
3,0,0.8,97,50,50
3,0,0.8,98,30,85
3,0,0.8,99,60,65
3,0,0.8,100,75,80
